fighter_url,dob,sig_str_acc,takedown_acc,slpm,sapm,str_def,td_avg,td_def,sub_avg,wins,losses,draws
http://ufcstats.com/fighter-details/23459ee7e373b98f,"Mar 07, 1982",42%,46%,5.15,3.93,55%,1.57,30%,0.0,14,6,0
http://ufcstats.com/fighter-details/fa315e6c77eee106,"Oct 10, 1977",56%,53%,3.03,2.81,52%,0.70,59%,0.2,15,7,0
http://ufcstats.com/fighter-details/46fd223e3ced39b3,"Aug 27, 1982",45%,29%,3.54,2.87,54%,1.55,46%,1.3,11,5,0
http://ufcstats.com/fighter-details/eee7dafac7d672b5,"May 28, 1982",49%,100%,4.18,3.64,64%,2.02,66%,0.0,7,3,0
http://ufcstats.com/fighter-details/19a8cce18a1cef9e,"Feb 09, 1984",48%,100%,2.75,3.11,49%,0.41,66%,0.8,9,4,0
http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,"Feb 19, 1981",49%,50%,1.28,1.90,59%,0.62,26%,0.0,18,8,0
http://ufcstats.com/fighter-details/c9f6385af6df66d7,"Jun 30, 1978",55%,57%,2.80,3.15,48%,3.47,50%,1.3,10,4,0
http://ufcstats.com/fighter-details/8b69839f3555a67b,"Apr 17, 1982",42%,41%,3.22,3.28,62%,1.86,78%,2.0,20,7,0
http://ufcstats.com/fighter-details/e0b74df14f52cd15,"Sep 08, 1975",44%,40%,2.98,2.45,60%,3.23,66%,0.6,26,9,0
http://ufcstats.com/fighter-details/48e96d9cea6d4ab0,"Jul 11, 1981",64%,66%,1.60,2.87,50%,2.00,75%,0.0,6,2,1
http://ufcstats.com/fighter-details/88a9bc81271ccd89,"Jul 02, 1984",24%,44%,2.14,3.97,68%,1.55,66%,0.8,14,9,0
http://ufcstats.com/fighter-details/acd9513399a8b09b,"Feb 19, 1984",22%,0%,1.03,1.80,52%,0.00,42%,0.0,17,3,1
http://ufcstats.com/fighter-details/a17322f99ddfd8e9,"Apr 20, 1982",21%,33%,1.42,4.40,47%,1.60,14%,0.0,16,10,0
http://ufcstats.com/fighter-details/837d30395faca41e,"Dec 29, 1989",50%,0%,1.60,2.89,28%,0.00,20%,0.0,9,7,0
http://ufcstats.com/fighter-details/7bd94b60d7521e4a,"Oct 13, 1986",49%,0%,3.05,2.82,35%,0.00,50%,6.1,6,5,0
http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,"Dec 09, 1980",34%,34%,3.45,3.78,61%,1.18,60%,0.1,30,14,1
http://ufcstats.com/fighter-details/cbd6f1abf955e628,"Oct 03, 1984",60%,100%,4.98,3.78,48%,1.49,58%,0.0,22,6,0
http://ufcstats.com/fighter-details/a6bbd3df469c6bea,"Sep 26, 1981",35%,53%,1.78,1.79,61%,1.87,60%,1.9,8,2,0
http://ufcstats.com/fighter-details/0d506315895efffc,"Mar 10, 1976",39%,18%,3.84,3.73,64%,0.39,66%,0.4,14,6,0
http://ufcstats.com/fighter-details/1a7745388839e52b,"May 19, 1983",41%,46%,1.41,2.44,65%,2.80,77%,1.1,24,9,0
http://ufcstats.com/fighter-details/49e49b54e5901d0d,"Jan 16, 1984",33%,0%,1.71,3.43,11%,0.00,0%,0.0,8,3,1
http://ufcstats.com/fighter-details/d23ccf4a6c221284,"Jul 03, 1985",44%,25%,1.67,2.13,37%,1.93,31%,1.7,17,5,0
http://ufcstats.com/fighter-details/b26d3e3746fb4024,"Jun 22, 1980",26%,70%,2.36,2.98,64%,1.39,54%,1.4,10,3,0
http://ufcstats.com/fighter-details/a26198ba5093147e,"Feb 26, 1984",54%,43%,3.95,3.21,56%,1.63,36%,0.6,21,5,0
http://ufcstats.com/fighter-details/2c64c035485906aa,"Feb 05, 1990",47%,0%,4.83,3.45,56%,0.00,52%,0.3,15,7,0
http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3,"Apr 07, 1990",21%,25%,1.24,4.75,53%,1.69,0%,0.0,8,3,0
http://ufcstats.com/fighter-details/27d65e9d0fba61ea,"Oct 08, 1978",47%,28%,1.83,6.47,34%,1.00,30%,0.0,13,5,0
http://ufcstats.com/fighter-details/03c9994c5b8958ec,"Dec 17, 1983",49%,31%,2.65,2.29,73%,1.82,78%,0.4,8,3,0
http://ufcstats.com/fighter-details/1eacf73d6a0055dc,"May 17, 1975",56%,56%,3.33,1.28,54%,2.30,52%,0.2,27,10,2
http://ufcstats.com/fighter-details/917e53fa0adea0d3,"Jul 14, 1979",24%,26%,2.77,4.79,52%,0.30,42%,0.5,18,13,1
http://ufcstats.com/fighter-details/4130a743d9d22163,"Apr 24, 1984",41%,26%,2.70,3.10,59%,0.44,55%,0.9,18,8,0
http://ufcstats.com/fighter-details/5abf827d62f98fee,"Apr 25, 1981",33%,100%,1.94,2.49,58%,1.94,60%,0.0,13,3,0
http://ufcstats.com/fighter-details/16bf6a73bdd302cd,"Oct 12, 1989",44%,16%,6.33,7.53,51%,2.00,50%,0.0,6,3,1
http://ufcstats.com/fighter-details/54ed8dc6f8c31207,"Oct 19, 1981",41%,60%,1.09,2.73,35%,3.51,0%,1.2,12,6,0
http://ufcstats.com/fighter-details/ddbe4fa2ea573393,"May 25, 1986",70%,25%,2.08,5.94,16%,4.46,0%,0.0,3,1,1
http://ufcstats.com/fighter-details/4304992c2acc187b,"May 30, 1983",32%,31%,2.67,3.97,57%,0.65,53%,0.5,36,17,0
http://ufcstats.com/fighter-details/879f6cae48d25baa,"May 15, 1990",35%,28%,3.84,2.83,67%,0.72,73%,0.0,10,4,0
http://ufcstats.com/fighter-details/98ec9f385cca47fc,"Mar 25, 1985",53%,66%,3.14,3.98,38%,1.33,50%,0.0,7,4,0
http://ufcstats.com/fighter-details/6ef65b6a152e49d5,"Apr 21, 1986",47%,42%,2.30,3.00,37%,3.29,100%,0.6,12,6,0
http://ufcstats.com/fighter-details/b27b8881d7444114,"Jun 26, 1985",42%,75%,1.91,2.61,51%,3.92,50%,1.3,6,8,0
http://ufcstats.com/fighter-details/8e5bfd4e82352340,"Sep 16, 1983",44%,25%,3.37,2.70,50%,0.94,15%,1.3,12,4,0
http://ufcstats.com/fighter-details/411d012af19ecb59,"Nov 26, 1987",36%,0%,1.83,1.95,60%,0.00,50%,0.9,6,3,0
http://ufcstats.com/fighter-details/fef3d17e27e916e7,"May 30, 1979",29%,0%,3.03,3.62,64%,0.00,100%,0.0,15,6,0
http://ufcstats.com/fighter-details/7d09200f6a77b20e,"Jan 08, 1983",34%,0%,3.10,2.97,62%,0.00,27%,0.0,14,8,0
http://ufcstats.com/fighter-details/57bf89d42364d39e,"Mar 12, 1984",53%,25%,1.89,4.58,44%,0.92,33%,0.0,10,8,0
http://ufcstats.com/fighter-details/4417980b3e798abf,"Jul 02, 1983",49%,23%,3.19,2.61,50%,0.98,25%,0.7,11,7,1
http://ufcstats.com/fighter-details/a1f6999fe57236e0,"Jul 03, 1976",40%,53%,2.79,2.19,60%,0.97,62%,0.6,35,13,1
http://ufcstats.com/fighter-details/7c35f869033901ae,"Jan 06, 1981",43%,43%,4.24,3.71,64%,2.17,70%,0.0,24,9,0
http://ufcstats.com/fighter-details/579fcdfcabd23a7b,"Sep 24, 1980",42%,12%,3.28,2.65,59%,0.12,60%,0.3,12,6,0
http://ufcstats.com/fighter-details/64959f90b6dd9759,"Jul 10, 1985",30%,0%,1.06,3.34,56%,0.00,14%,0.8,12,6,0
http://ufcstats.com/fighter-details/d1a1314976c50bef,"Mar 24, 1983",46%,34%,3.29,3.63,58%,1.09,46%,1.3,36,16,1
http://ufcstats.com/fighter-details/706f8e2b34e8e18b,"May 01, 1984",38%,100%,2.27,1.63,67%,1.20,71%,0.4,24,10,0
http://ufcstats.com/fighter-details/e6c5908910cc26e4,"Jun 11, 1977",55%,66%,5.39,2.54,55%,0.61,54%,0.6,18,10,0
http://ufcstats.com/fighter-details/bfc2fc38a0e20211,"Jul 29, 1981",53%,37%,4.09,2.69,56%,2.19,82%,0.5,15,5,0
http://ufcstats.com/fighter-details/a0602dd050bebefc,"Jul 07, 1986",20%,7%,1.13,4.33,45%,1.00,20%,0.0,9,4,0
http://ufcstats.com/fighter-details/01d2ed8c502e3828,"Jan 07, 1984",54%,25%,2.76,2.83,54%,2.10,50%,0.0,11,6,0
http://ufcstats.com/fighter-details/6cadfd8f1d9e7685,"Sep 29, 1982",52%,66%,2.08,2.87,43%,1.18,58%,0.0,16,10,0
http://ufcstats.com/fighter-details/d34636a85f0f4c90,"Aug 29, 1987",23%,11%,0.87,2.80,51%,1.50,0%,0.5,28,12,7
http://ufcstats.com/fighter-details/60ba33c3f555a7a3,"Oct 14, 1988",41%,36%,1.44,3.71,50%,1.97,16%,2.2,14,5,0
http://ufcstats.com/fighter-details/1e35aa8955794580,"May 25, 1983",25%,0%,2.72,3.57,68%,0.00,0%,0.0,9,5,0
http://ufcstats.com/fighter-details/d023ae89a2a4a41e,"Jan 14, 1986",42%,50%,3.01,2.74,54%,3.51,89%,0.5,8,3,0
http://ufcstats.com/fighter-details/f8dc544e7077d014,"Oct 09, 1980",35%,30%,1.69,2.62,56%,0.58,52%,0.8,25,12,0
http://ufcstats.com/fighter-details/7b143a54451263d9,"Aug 04, 1988",26%,16%,0.53,1.90,51%,0.53,33%,7.4,14,2,0
http://ufcstats.com/fighter-details/33011768c3c4dc9a,"Jan 11, 1986",35%,30%,2.16,2.53,67%,0.43,39%,1.4,16,5,0
http://ufcstats.com/fighter-details/6f018c039b4d5d80,"Feb 24, 1978",50%,51%,2.61,1.65,54%,3.60,56%,0.8,30,7,1
http://ufcstats.com/fighter-details/6f81b6de2557739a,"Sep 05, 1980",34%,48%,1.19,1.78,52%,3.19,52%,2.0,19,7,0
http://ufcstats.com/fighter-details/5bb0a618ad03ac64,"Jul 29, 1976",32%,60%,1.66,1.89,61%,4.05,66%,1.0,23,7,0
http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6,"Jan 04, 1971",44%,46%,1.90,1.62,59%,3.25,70%,0.1,27,8,0
http://ufcstats.com/fighter-details/353de740bb6c7e75,"Sep 11, 1976",47%,43%,1.55,2.90,59%,4.66,0%,0.7,15,3,0
http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,"Aug 01, 1986",43%,25%,3.34,8.85,47%,1.59,33%,0.8,11,4,0
http://ufcstats.com/fighter-details/fea8acf9bfcf09ec,"Mar 14, 1984",43%,40%,3.85,3.85,64%,1.12,50%,1.7,17,6,1
http://ufcstats.com/fighter-details/7f6ef4e1227600bc,"Dec 30, 1986",40%,0%,1.72,3.06,50%,0.00,22%,0.0,12,3,0
http://ufcstats.com/fighter-details/3a24769a4855040a,"Nov 30, 1982",43%,44%,2.72,2.59,58%,1.18,65%,0.6,19,7,0
http://ufcstats.com/fighter-details/e983c62faf677ab2,"Feb 13, 1986",30%,0%,1.37,9.16,35%,0.00,0%,0.0,18,4,2
http://ufcstats.com/fighter-details/c0eecd851dbf3146,"Aug 09, 1986",50%,0%,0.86,1.82,50%,0.00,62%,0.0,8,4,0
http://ufcstats.com/fighter-details/7cf20446453f852b,"Oct 04, 1978",35%,53%,1.13,2.36,48%,2.67,12%,0.7,13,8,2
http://ufcstats.com/fighter-details/ecdf14f4f8643d39,"Aug 16, 1983",28%,0%,1.82,5.18,50%,0.00,0%,0.0,6,3,0
http://ufcstats.com/fighter-details/edad57b3dddf2168,"Feb 01, 1988",39%,0%,3.33,3.81,44%,0.00,50%,0.0,20,13,0
http://ufcstats.com/fighter-details/8b260672a21d1fd6,"Apr 29, 1984",41%,50%,2.73,3.43,62%,1.22,64%,0.0,8,4,0
http://ufcstats.com/fighter-details/b0a6124751a56bc4,"Aug 13, 1985",39%,17%,2.69,3.63,56%,1.94,80%,0.3,16,10,0
http://ufcstats.com/fighter-details/85980f5da429c0a6,"Sep 23, 1983",60%,40%,3.93,2.97,54%,1.20,16%,2.4,11,2,0
http://ufcstats.com/fighter-details/b788862dd1c11eac,"Dec 05, 1989",63%,30%,6.23,6.70,53%,1.50,92%,0.0,17,3,0
http://ufcstats.com/fighter-details/5a6e4d2f0c76a242,"Apr 25, 1985",33%,75%,0.81,3.23,38%,9.09,0%,0.0,11,5,0
http://ufcstats.com/fighter-details/879b8df81523d91b,"Mar 26, 1980",30%,0%,1.25,4.60,38%,0.00,40%,0.0,11,3,0
http://ufcstats.com/fighter-details/182f2b78582de3d8,"Jul 17, 1982",64%,36%,2.55,3.70,37%,3.89,83%,0.6,22,7,0
http://ufcstats.com/fighter-details/76729a829623e266,"Aug 07, 1983",25%,0%,2.79,4.01,60%,0.00,80%,0.0,9,4,0
http://ufcstats.com/fighter-details/0a97691039c4bbfb,"Jul 22, 1982",42%,66%,4.08,4.18,69%,0.25,71%,0.9,20,12,0
http://ufcstats.com/fighter-details/fdf18227faa596dd,"May 15, 1978",50%,66%,2.67,2.22,46%,1.51,41%,0.0,11,3,0
http://ufcstats.com/fighter-details/c34e5849184b08c3,"Sep 08, 1976",39%,0%,3.47,4.71,65%,0.00,80%,0.0,21,8,6
http://ufcstats.com/fighter-details/0bcfe2513cb3bc39,"May 14, 1982",35%,50%,1.50,4.43,37%,1.00,28%,0.5,9,2,0
http://ufcstats.com/fighter-details/c23e3d4875340d8d,"Jul 25, 1978",36%,58%,1.23,2.14,51%,1.95,75%,3.4,15,4,0
http://ufcstats.com/fighter-details/97a8f39186f489db,"Aug 02, 1978",48%,18%,1.86,3.46,47%,0.86,0%,1.1,10,6,0
http://ufcstats.com/fighter-details/d897897060f10a3a,"Oct 05, 1974",44%,66%,4.10,2.07,62%,1.31,63%,0.7,29,7,0
http://ufcstats.com/fighter-details/24b033b3daf1c9df,"Apr 24, 1981",41%,28%,4.79,5.00,60%,0.56,100%,0.3,17,7,0
http://ufcstats.com/fighter-details/10559c53de0b950e,"Oct 26, 1988",35%,0%,2.47,2.53,51%,0.00,42%,0.8,9,2,0
http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,"Apr 04, 1977",38%,40%,2.76,3.01,52%,1.32,60%,1.0,15,9,0
http://ufcstats.com/fighter-details/75e0d3cc2262b732,"Jul 14, 1979",34%,33%,2.04,2.65,60%,2.46,42%,1.9,11,7,0
http://ufcstats.com/fighter-details/4f853e98886283cf,"Jun 25, 1981",47%,9%,2.03,4.07,35%,0.43,57%,1.7,31,18,1
http://ufcstats.com/fighter-details/d5f820c11a121050,"Jul 20, 1974",52%,34%,3.60,2.53,56%,3.78,83%,0.5,12,5,0
http://ufcstats.com/fighter-details/84ac950d4c1722dd,"Aug 04, 1978",44%,25%,4.62,3.05,57%,0.43,59%,0.1,21,14,0
http://ufcstats.com/fighter-details/473ce3aa581251a2,"May 17, 1982",35%,35%,2.46,3.44,51%,0.73,35%,0.4,25,10,0
http://ufcstats.com/fighter-details/322a56923b396b4d,"Jun 28, 1982",37%,55%,2.11,3.75,51%,1.18,19%,0.7,15,15,0
http://ufcstats.com/fighter-details/f59e9e49ef85b469,"Jun 28, 1986",37%,66%,2.97,3.20,50%,1.98,55%,0.0,9,6,0
http://ufcstats.com/fighter-details/92aafa8f4b26269b,"Jul 16, 1984",29%,0%,2.10,3.79,43%,0.00,61%,1.4,14,10,0
http://ufcstats.com/fighter-details/0871254cd790c250,"Mar 11, 1986",27%,33%,1.48,2.05,55%,3.42,66%,0.0,11,3,0
http://ufcstats.com/fighter-details/b2a2da86546ddb19,"Oct 17, 1982",34%,0%,2.17,2.08,70%,0.00,76%,0.7,12,3,0
http://ufcstats.com/fighter-details/2b4faacc16d66898,"Jan 01, 1976",49%,36%,1.49,2.26,45%,2.30,20%,1.6,18,9,2
http://ufcstats.com/fighter-details/fbf0947399d14323,"Oct 08, 1982",49%,33%,3.85,2.90,48%,1.24,60%,0.6,11,4,0
http://ufcstats.com/fighter-details/dcdd511ff757f15c,"Jan 02, 1980",46%,0%,1.66,5.31,46%,0.00,50%,0.5,17,10,0
http://ufcstats.com/fighter-details/9f842be1a5337be6,"Dec 19, 1975",39%,36%,2.01,3.06,64%,1.19,49%,1.5,17,14,1
http://ufcstats.com/fighter-details/c96e2ae6021144a1,"Sep 30, 1982",38%,64%,2.05,2.47,51%,2.63,23%,0.9,19,10,0
http://ufcstats.com/fighter-details/b0f316c60f8d3b47,"May 13, 1988",43%,11%,2.13,4.18,32%,0.59,54%,0.0,10,5,0
http://ufcstats.com/fighter-details/cc3147b49c7d7d92,"Nov 17, 1980",46%,100%,2.97,4.42,37%,0.78,100%,0.0,12,5,0
http://ufcstats.com/fighter-details/7a15f3694c5cbc02,"Jul 05, 1979",39%,38%,2.10,2.91,54%,1.85,70%,1.2,35,17,0
http://ufcstats.com/fighter-details/fcffee71cff5530e,"Mar 16, 1979",36%,48%,4.38,2.81,61%,1.05,57%,0.7,19,7,0
http://ufcstats.com/fighter-details/afc2a7ce0c763bd5,"Jan 09, 1984",52%,0%,2.93,1.40,26%,0.00,50%,0.0,10,4,0
http://ufcstats.com/fighter-details/2f732dd9210d301f,"Jan 23, 1975",46%,35%,2.59,2.88,60%,2.47,54%,0.6,19,12,1
http://ufcstats.com/fighter-details/2937cb502dda0808,"May 01, 1988",44%,0%,3.64,5.00,47%,0.00,0%,0.0,19,10,0
http://ufcstats.com/fighter-details/db6d5f691aea3fd3,"Jul 31, 1981",41%,100%,1.54,2.53,51%,2.71,0%,0.0,12,10,0
http://ufcstats.com/fighter-details/970beed85bc46b63,"Nov 16, 1977",75%,0%,0.69,4.83,19%,0.00,0%,0.0,29,10,0
http://ufcstats.com/fighter-details/86061eaba822bfea,"Nov 18, 1986",35%,27%,3.36,3.20,63%,1.00,71%,0.7,21,2,2
http://ufcstats.com/fighter-details/e9e1acc96536bb4f,"Aug 14, 1980",65%,18%,2.61,3.57,40%,1.24,60%,0.0,9,6,0
http://ufcstats.com/fighter-details/7bc475b0fc2020ab,"Jan 18, 1981",35%,20%,2.40,5.60,42%,1.50,100%,0.0,20,10,2
http://ufcstats.com/fighter-details/f34312c2ccfa0e00,"May 09, 1976",43%,30%,3.17,3.03,64%,0.67,60%,0.8,24,9,0
http://ufcstats.com/fighter-details/e57fdbea1b828202,"Feb 09, 1984",47%,37%,3.26,2.76,56%,2.04,40%,0.0,11,4,0
http://ufcstats.com/fighter-details/7a613f78dd7ee8f8,"Apr 08, 1981",27%,0%,1.80,3.37,68%,0.00,0%,0.5,13,4,0
http://ufcstats.com/fighter-details/4f736494fc733095,"Jul 12, 1981",34%,0%,1.24,1.85,55%,0.00,52%,1.4,9,4,0
http://ufcstats.com/fighter-details/de12bd65e2f46478,"Aug 28, 1988",26%,0%,1.87,8.24,52%,0.00,0%,0.0,5,2,0
http://ufcstats.com/fighter-details/b35a159f525764eb,"Mar 11, 1986",22%,100%,1.48,2.96,75%,3.70,0%,0.0,16,8,0
http://ufcstats.com/fighter-details/1d1b85389a05df69,"Feb 01, 1982",40%,25%,1.07,1.13,43%,1.00,20%,2.0,9,9,0
http://ufcstats.com/fighter-details/b2f88c04c4dd43ce,"Dec 24, 1980",43%,28%,1.83,2.30,49%,1.31,43%,1.3,23,10,0
http://ufcstats.com/fighter-details/2be6596a9db33bf5,"Jun 03, 1975",52%,16%,1.55,2.70,46%,1.43,35%,2.0,25,16,0
http://ufcstats.com/fighter-details/a8ea84cbe1655f0a,"Sep 02, 1977",31%,12%,1.54,2.48,60%,0.35,35%,1.2,36,18,1
http://ufcstats.com/fighter-details/ece280745f8727b8,"Aug 27, 1972",32%,50%,3.06,2.99,70%,2.07,80%,0.0,9,5,2
http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,"Feb 15, 1984",25%,30%,2.95,5.02,59%,2.82,0%,0.0,8,3,1
http://ufcstats.com/fighter-details/ee624ee2a18f2a43,"Nov 21, 1988",59%,41%,2.47,2.57,50%,3.50,81%,0.0,11,5,0
http://ufcstats.com/fighter-details/e4aaaa34535e32b6,"Oct 11, 1983",53%,100%,6.54,5.42,36%,2.80,80%,0.0,11,3,0
http://ufcstats.com/fighter-details/5b2d7906aa894274,"Nov 01, 1982",45%,24%,2.08,3.59,54%,2.74,50%,1.4,13,9,0
http://ufcstats.com/fighter-details/cc84b68f862b466f,"Mar 23, 1979",30%,0%,3.13,5.77,42%,0.00,62%,1.0,16,7,1
http://ufcstats.com/fighter-details/33b2f68ef95252e0,"Jan 18, 1981",43%,0%,3.98,1.86,74%,0.00,17%,1.6,44,9,0
http://ufcstats.com/fighter-details/53f84637dfffab7a,"Jul 25, 1984",47%,0%,1.42,2.08,56%,0.00,27%,0.9,26,9,1
http://ufcstats.com/fighter-details/51b1e2fd9872005b,"Nov 03, 1980",45%,50%,2.91,3.48,46%,2.14,50%,2.1,8,4,0
http://ufcstats.com/fighter-details/11f8860028b68fcf,"May 28, 1983",47%,33%,4.03,4.41,45%,0.36,85%,0.4,18,6,0
http://ufcstats.com/fighter-details/f1f9e48a0d150757,"Dec 08, 1986",34%,30%,3.63,5.76,55%,0.65,80%,0.7,7,6,0
http://ufcstats.com/fighter-details/8c8c92a12621d7e0,"Mar 05, 1983",26%,0%,3.96,4.82,50%,0.00,80%,0.0,8,4,0
http://ufcstats.com/fighter-details/0577808d22dfe79c,"Dec 10, 1975",52%,55%,2.15,3.05,52%,1.73,43%,0.0,6,3,0
http://ufcstats.com/fighter-details/cb46dface0e28a2c,"Feb 28, 1972",48%,50%,3.16,2.64,54%,0.84,63%,0.1,20,9,0
http://ufcstats.com/fighter-details/696002b59f09d73b,"May 11, 1986",42%,0%,1.82,12.12,60%,0.00,0%,0.0,7,7,0
http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,"Sep 20, 1977",34%,36%,1.89,3.38,56%,1.81,50%,1.8,14,8,2
http://ufcstats.com/fighter-details/80779d7441af1b52,"Sep 08, 1986",34%,66%,2.82,2.46,46%,3.26,50%,2.2,8,3,0
http://ufcstats.com/fighter-details/22edaf53ad59a967,"Aug 05, 1980",20%,44%,0.73,2.27,46%,2.46,40%,2.5,15,7,0
http://ufcstats.com/fighter-details/d0d7160824278840,"Jun 24, 1981",62%,24%,3.31,2.06,44%,2.43,66%,0.7,16,6,0
http://ufcstats.com/fighter-details/59583ff832fe9d68,"Aug 02, 1977",39%,25%,3.37,3.13,58%,0.52,71%,1.0,26,12,1
http://ufcstats.com/fighter-details/56116a79e4deed06,"Jun 14, 1980",55%,53%,1.80,0.89,69%,2.32,84%,1.7,14,2,0
http://ufcstats.com/fighter-details/210935fd21670f6d,"Jun 16, 1977",47%,37%,2.28,2.13,59%,0.74,75%,0.0,10,5,0
http://ufcstats.com/fighter-details/8a8a84b743ae7699,"Dec 02, 1975",44%,30%,1.12,1.96,43%,1.79,25%,2.1,53,20,2
http://ufcstats.com/fighter-details/1cecc8fe6748a532,"Nov 14, 1982",52%,0%,4.87,5.87,55%,0.00,0%,0.0,11,2,0
http://ufcstats.com/fighter-details/e503aa5c252a1b4d,"Sep 12, 1986",32%,0%,2.08,2.66,56%,0.00,0%,1.7,25,21,1
http://ufcstats.com/fighter-details/497ba5b12a4bfc47,"Jul 07, 1975",40%,25%,2.66,1.78,65%,2.37,25%,1.3,22,6,1
http://ufcstats.com/fighter-details/8cb76103cd8a1562,"Apr 17, 1987",34%,43%,1.48,3.14,57%,2.52,54%,0.5,8,3,0
http://ufcstats.com/fighter-details/e2b8186b618b00c4,"Sep 22, 1982",20%,33%,1.56,3.91,69%,1.50,37%,0.0,16,11,0
http://ufcstats.com/fighter-details/5df17b3620145578,"Aug 30, 1981",43%,33%,1.77,4.32,49%,0.43,13%,0.0,17,9,0
http://ufcstats.com/fighter-details/c7011de4765d2497,"Jun 13, 1983",32%,16%,2.26,4.13,56%,1.12,100%,0.0,23,8,0
http://ufcstats.com/fighter-details/668222c99c5c311d,"Dec 27, 1973",48%,10%,1.27,3.93,40%,1.00,0%,0.0,15,3,0
http://ufcstats.com/fighter-details/83a477a7dba1ca58,"Sep 25, 1980",48%,100%,3.29,3.91,58%,0.66,68%,1.3,13,6,0
http://ufcstats.com/fighter-details/a7d687e6ecb30981,"Mar 03, 1983",60%,0%,2.83,2.54,51%,0.00,26%,3.2,16,7,1
http://ufcstats.com/fighter-details/6224e8d0a34264eb,"Jul 15, 1984",32%,25%,2.28,6.25,44%,1.01,33%,0.0,2,5,0
http://ufcstats.com/fighter-details/20205040232ed0f3,"Apr 20, 1984",41%,46%,3.71,2.30,65%,1.87,59%,0.9,16,8,0
http://ufcstats.com/fighter-details/a08d909a5be6f410,"Jul 07, 1980",27%,33%,1.93,2.39,67%,0.47,79%,0.9,10,4,0
http://ufcstats.com/fighter-details/a66395395b5f1394,"Apr 08, 1986",34%,0%,1.66,3.53,37%,0.00,37%,0.5,8,3,0
http://ufcstats.com/fighter-details/cb139171ed1b69fe,"May 26, 1976",40%,33%,2.41,1.85,63%,2.22,60%,1.3,14,6,0
http://ufcstats.com/fighter-details/621a6c59f88a44fe,"Oct 13, 1973",53%,50%,2.14,1.36,53%,2.95,35%,1.2,45,9,0
http://ufcstats.com/fighter-details/744e098e065cfdbe,"Apr 15, 1978",55%,10%,2.17,4.77,46%,1.63,100%,3.3,11,3,0
http://ufcstats.com/fighter-details/e26882820f9e8df5,"Jul 24, 1979",36%,11%,2.48,4.84,40%,1.18,0%,0.6,8,3,0
http://ufcstats.com/fighter-details/e6147d5ab3685899,"Jan 04, 1980",37%,0%,1.81,3.85,46%,0.00,57%,1.7,15,10,0
http://ufcstats.com/fighter-details/eea0274e153256a0,"Sep 07, 1983",40%,37%,2.71,2.36,64%,1.00,69%,0.3,18,10,0
http://ufcstats.com/fighter-details/02500fb9fd79a974,"Oct 31, 1969",40%,12%,0.51,4.07,43%,1.91,50%,0.0,20,3,0
http://ufcstats.com/fighter-details/91acd6910b802a9e,"Aug 18, 1974",45%,55%,3.76,3.03,58%,0.70,55%,2.4,31,18,5
http://ufcstats.com/fighter-details/d25b93992f285953,"Jan 01, 1987",46%,100%,3.77,4.78,57%,0.94,0%,0.0,20,8,0
http://ufcstats.com/fighter-details/b45d6b73f4ca4467,"Nov 09, 1981",33%,0%,2.52,4.57,51%,0.00,74%,0.0,21,11,2
http://ufcstats.com/fighter-details/79899ecf62020f6d,"Jun 15, 1982",44%,44%,2.05,2.44,60%,2.75,39%,2.2,33,16,0
http://ufcstats.com/fighter-details/be5cfd73617a5b1a,"Jul 16, 1977",36%,52%,2.43,1.99,72%,2.56,57%,1.5,16,5,0
http://ufcstats.com/fighter-details/2721bb808bb2523c,--,42%,50%,2.13,3.44,43%,2.35,83%,0.9,13,6,0
http://ufcstats.com/fighter-details/934de214814b8ff4,"Aug 28, 1980",62%,33%,2.91,1.01,50%,1.51,33%,0.0,16,5,1
http://ufcstats.com/fighter-details/68dd7b3783c19f9c,"Jan 04, 1975",47%,33%,4.38,3.53,53%,1.42,42%,0.0,12,2,0
http://ufcstats.com/fighter-details/56bc9ccb609df534,"Sep 22, 1985",37%,0%,3.13,4.40,72%,0.00,0%,0.0,17,9,0
http://ufcstats.com/fighter-details/1f9c371c93dfd3a9,"Sep 27, 1986",20%,0%,1.27,2.20,52%,0.00,44%,0.0,12,0,1
http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,"Jul 09, 1977",30%,100%,3.59,3.13,57%,0.41,50%,3.3,12,4,0
http://ufcstats.com/fighter-details/234f3767ff0e5701,"Nov 12, 1982",41%,45%,2.31,2.40,54%,0.49,56%,1.7,23,17,0
http://ufcstats.com/fighter-details/d7b2c0b53883ee80,"Aug 09, 1979",35%,0%,3.67,3.25,62%,0.00,100%,0.0,13,8,1
http://ufcstats.com/fighter-details/8a0be41c0380188d,"Oct 31, 1974",37%,53%,2.58,2.61,77%,1.40,75%,0.5,12,7,0
http://ufcstats.com/fighter-details/0aa92558424ced9e,"Jun 22, 1963",57%,46%,2.85,1.53,59%,2.78,58%,0.5,19,11,0
